2 -14
3 -14.6828
4 -14.9531
5 -15.0842
6 -15.1554
7 -15.2194
8 -15.2714
9 -15.3013
10 -15.315
11 -15.3205
12 -15.3219
13 -15.3224
14 -15.3226
15 -15.3226
16 -15.3226
17 -15.3226
18 -15.3226
19 -15.3226
20 -15.3226
21 -15.3226
22 -15.3226
23 -15.3226
24 -15.3226
25 -15.3226
26 -15.3226
27 -15.3226
28 -15.3226
29 -15.3226
30 -15.3226
31 -15.3226
32 -15.3226
33 -15.3226
34 -15.3226
35 -15.3226
36 -15.3226
37 -15.3226
38 -15.3226
39 -15.3226
40 -15.3226
41 -15.3226
42 -15.3226
43 -15.3226
44 -15.3226
45 -15.3226
46 -15.3226
47 -15.3226
48 -15.3226
49 -15.3226
50 -15.3226
51 -15.3226
52 -15.3226
53 -15.3226
54 -15.3226
55 -15.3226
56 -15.3226
57 -15.3226
58 -15.3226
59 -15.3226
60 -15.3226
61 -15.3226
62 -15.3226
63 -15.3226
64 -15.3226
65 -15.3226
66 -15.3226
67 -15.3226
68 -15.3226
69 -15.3226
70 -15.3226
71 -15.3226
72 -15.3226
73 -15.3226
74 -15.3226
75 -15.3226
76 -15.3226
77 -15.3226
78 -15.3226
79 -15.3226
80 -15.3226
81 -15.3226
82 -15.3226
83 -15.3226
84 -15.3226
85 -15.3226
86 -15.3226
87 -15.3226
88 -15.3226
89 -15.3226
90 -15.3226
91 -15.3226
92 -15.3226
93 -15.3226
94 -15.3226
95 -15.3226
96 -15.3226
97 -15.3226
98 -15.3226
99 -15.3226
100 -15.3226
